county_name,population,pop_change_2010,perc_under_18,perc_csec,perc_lowbirth,perc_prenat_1tri,perc_preterm,perc_non_smoke,fert_15_44,birth_rate_15_19,birth_rate_20_24,birth_rate_25_29,birth_rate_30_34,birth_date_35_39,birth_rate_40_44,all_cause_death,chlam_per_100000,gono_per_100000,perc_smoker,hiv_tested,perc_no_healthins,perc_obese,perc_routine_checkup,beds_per_1000,inpatient_occupancy_rate,admission_per_1000,goals_met,population_White,population_Black,population_Native,population_Asian,population_NativeHawaiian_PacificIslander,population_OtherRace,population_Multiracial,perc_poverty,perc_below_poverty,perc_unemployed,per_capita_income,perc_educated,perc_foodstamp,perc_disability,perc_vacant_housing,perc_rented,perc_pre200_houses,perc_ownHouse_occupied,perc_age_under5,perc_age_5_17,perc_age_18_24,perc_age_25_39,perc_age_40_64,perc_age_over65,adi_staterank_mean
Jefferson,43425.0,-3.9,21.1,26.4,8.0,71.8,8.5,79.9,66.6,20.2,118.1,131.2,90.6,35.2,5.1,826.1,145.2,16.0,27.0,35.0,10.0,41.0,86.0,1.9,41.5,46.4,3,0.9753270599036034,0.004728023869635,0.0005278861602019,0.0025935276566444,0.0,0.0026394308010098,0.0141840716089052,0.9794583428964884,0.1362175809042919,0.8113151250860684,27178.11363636364,0.7128758319944917,0.0628873077805829,0.1306862520082625,8.39044555014364e-06,0.2519021739130435,3.968344198992556e-05,0.6053742633476998,0.0567592380078035,0.1563231581363321,0.0740417718613723,0.1692678448473719,0.3344273582740416,0.1822125315584114,7.727272727272727
Juniata,24763.0,0.5,22.1,21.9,6.8,65.7,7.1,89.1,68.0,14.8,105.2,133.7,106.9,46.6,10.2,707.3,135.2,16.2,19.0,37.0,7.0,34.0,88.0,0.0,.,0.0,1,0.9594435657217018,0.0126130510605507,0.0001216693028348,0.0030417325708723,0.0,0.0064890294845277,0.0182909518595125,0.9877114004136756,0.0923875572859634,0.8051263332927769,26759.68421052632,0.703694691162753,0.0350002027821713,0.1015127549985805,1.4812178615871584e-05,0.261407249466951,7.786455322472293e-05,0.6154392822243937,0.0572656852009571,0.1673358478322585,0.0717037758040312,0.1722026199456542,0.32935880277406,0.1791783266415214,6.0
Lackawanna,209674.0,-2.2,20.6,35.2,8.5,75.1,11.3,81.9,55.3,16.9,60.6,92.2,98.3,49.4,9.6,848.0,256.5,46.6,24.0,45.0,11.0,29.0,89.0,3.1,54.6,131.2,0,0.8922593047268298,0.0281687460149789,0.0006709110115054,0.0295962162522244,0.0005234057536567,0.0108582902713145,0.0379231259694902,0.9631094108354508,0.1333019289881139,0.821385407447588,29911.05,0.7077873259675869,0.0693084382523957,0.1263453906986039,1.2692362877512448e-06,0.358127129945177,9.123791219654011e-06,0.559934775692014,0.0526117947107469,0.1513974933622633,0.0882033859594025,0.1839723641762068,0.3243593037751826,0.1754456086257266,6.412121212121212
Lancaster,545724.0,5.1,23.4,27.8,6.6,61.8,9.1,93.1,69.6,13.2,82.5,126.1,118.6,54.4,12.3,676.9,262.0,50.1,13.0,32.0,18.0,34.0,81.0,1.5,66.7,77.4,1,0.8755050179541479,0.0406997514041064,0.0008949452168308,0.0229941994291501,0.0002080839701684,0.0275333763005248,0.0321646257250713,0.9780572691280728,0.0890986097044471,0.7897468004787773,33736.912328767125,0.6756247122732714,0.0304483933339471,0.09190682257619,1.812188828716309e-07,0.3063582398298064,3.925520474316886e-06,0.6669730392156863,0.0651707945861338,0.1702311021084613,0.0889733910321332,0.1901187735935915,0.3055648651137093,0.1582082681152746,4.603305785123967
Lawrence,85512.0,-6.1,19.8,30.4,8.4,70.3,10.5,76.1,61.8,20.9,83.4,126.7,101.3,38.0,6.3,860.8,372.5,102.4,26.0,33.0,8.0,35.0,87.0,1.1,70.1,57.8,0,0.9235849932674004,0.0361470956957793,0.0005339648047546,0.0037493615638204,0.0,0.0023796257603194,0.0336049589079259,0.9748340065933044,0.1254004736035659,0.8273436411756512,28775.81818181818,0.719378279240377,0.0820216371825231,0.1391674792218043,2.3531210638217925e-06,0.2524932975871313,2.235962932688021e-05,0.6748311832901711,0.0520731763941124,0.1473742861122718,0.0811742582532384,0.1670265125133489,0.332358267168129,0.1925639596972649,7.1866666666666665
Lebanon,141793.0,6.2,22.6,30.2,8.4,72.3,9.6,89.4,64.3,19.7,90.2,128.3,98.8,41.0,9.5,745.4,328.9,50.6,20.0,42.0,16.0,32.0,87.0,1.1,54.3,47.9,2,0.8559789188804217,0.0247275835054483,0.0008617619827647,0.0149134677017306,0.0001495619970087,0.074602948507941,0.0287657574246848,0.9738052845238944,0.1046008119079837,0.7963179260736415,29733.554347826088,0.6871946442561071,0.0443700591125988,0.1019941599601168,1.223917399234147e-06,0.2946692166292218,1.4515606791792305e-05,0.6552872175263067,0.0593903568121928,0.1682786126344277,0.085136386297272,0.1721672245566554,0.3207535075849296,0.1725660565486786,5.776315789473684
Lehigh,369318.0,5.7,22.5,29.9,8.2,73.9,9.6,91.6,60.7,19.8,70.9,104.0,105.2,49.3,10.1,716.7,509.8,102.8,18.0,45.0,6.0,32.0,89.0,4.7,74.4,245.7,1,0.7615193636378486,0.0726878242926133,0.0032885244652064,0.0333180885179317,0.0003048963080323,0.0602061316825376,0.06867517109583,0.9743914324137444,0.1231563301373666,0.8007965416047346,34064.356060606064,0.6823497705110825,0.054984782407483,0.0979452166669389,3.07937559672117e-07,0.3527542977897081,5.8098296398618496e-06,0.6180069393792732,0.0596916191627329,0.1673363496289519,0.0906222606972322,0.1965356156999819,0.318785423778645,0.1436361062563632,4.940366972477064
Luzerne,317417.0,-1.1,19.8,35.1,8.2,68.7,10.3,83.6,58.6,22.1,79.9,99.9,93.9,42.8,9.1,865.2,391.1,60.0,24.0,45.0,11.0,29.0,89.0,2.5,53.7,108.3,0,0.8601592835076383,0.0516805386289273,0.001694237388481,0.0120769523881504,0.0005920383439301,0.041178156304421,0.0326187934384516,0.963029094905636,0.1407350722885116,0.8257360327762504,29438.38129496403,0.7155287248816711,0.0729750241696504,0.1235313197731359,8.947941155488341e-07,0.3196887087719838,6.143978232595737e-06,0.5888574566512463,0.0521497605078933,0.1457957404730637,0.0865257741373716,0.1832421657266482,0.333648247346062,0.1731082327970345,7.0
Lycoming,113299.0,-2.4,20.3,32.5,8.5,78.9,10.4,81.7,57.9,18.1,77.4,108.4,89.7,35.2,6.8,791.8,380.3,49.0,21.0,33.0,8.0,36.0,89.0,2.3,65.2,110.7,0,0.9114143877067729,0.0476169593207851,0.0014471906958794,0.0076218709982984,0.0003420632553896,0.0037539249565842,0.0278036030662901,0.940533618678408,0.1278264072833161,0.8201273527812374,28681.5871559633,0.7058782254810813,0.0629308681390004,0.1259494448050239,2.5727706332943027e-06,0.3142764298093587,1.7071081638684907e-05,0.5912801449573161,0.054168786289403,0.1505867700457836,0.0893662181837317,0.1856175557387688,0.3267844299822826,0.1691195818057429,6.111111111111111
McKean,40625.0,-6.5,19.9,32.8,8.7,77.0,9.5,73.3,55.9,22.3,94.8,119.7,73.3,24.7,4.3,873.9,203.4,13.0,27.0,35.0,10.0,41.0,86.0,0.0,.,0.0,1,0.9421272031398552,0.0239633358523683,0.0013651544330952,0.0041929743302211,0.0004875551546768,0.0097998586090051,0.0180639184807781,0.9300358353038688,0.1508983203724921,0.827259208697984,27258.058823529413,0.7122449477097097,0.0730845176860632,0.1457789912483849,9.294502769545004e-06,0.2562870039275455,4.454104493132111e-05,0.5967544684854186,0.0492918261378318,0.1489968552692522,0.0894663708832061,0.1723263694205405,0.3453840715730963,0.1702298822554299,8.636363636363637
Mercer,109424.0,-6.2,19.1,28.6,8.3,69.7,10.1,78.7,58.5,17.2,75.4,124.9,95.0,39.1,7.6,819.4,355.6,112.4,26.0,33.0,8.0,35.0,87.0,3.2,37.5,109.8,0,0.9071381391434956,0.0607497353396248,0.0012848469493933,0.0076005030809182,4.524108976737032e-05,0.0030221047964603,0.0201594296003402,0.9348437825170332,0.1345017598783919,0.8350871795799817,27269.73043478261,0.7092717089369249,0.0740868086030456,0.1473592775902786,2.003945155349064e-06,0.2819461352811772,1.7523005283986276e-05,0.6427929564269736,0.048480351794714,0.1456401161791183,0.0966078230892424,0.1549416842352897,0.3371999384721176,0.1889901283942124,7.505376344086022
Mifflin,46138.0,-1.2,22.3,23.4,7.4,62.6,8.0,83.5,77.3,23.0,135.1,153.9,101.9,44.0,8.8,786.9,346.0,30.3,19.0,37.0,7.0,34.0,88.0,2.7,37.0,89.8,1,0.9634682431408216,0.0057601940275882,0.0025119643127828,0.0035947075510513,8.661945906147817e-05,0.0054786807856384,0.0190995907230559,0.9844518070984648,0.1365772320751856,0.8030056952294333,26720.81081081081,0.7026570519067108,0.0580350375711903,0.1239524459169752,5.904114009349843e-06,0.2699344692005243,4.176837747828335e-05,0.6356291934821306,0.0632755148444098,0.1600944152103768,0.0739730180385021,0.1579289287338399,0.328352714437298,0.1927282964117886,7.566666666666666
Monroe,170271.0,0.3,19.6,31.9,9.3,68.5,10.4,87.8,48.1,9.6,49.6,99.1,93.2,46.9,10.0,753.8,361.1,55.3,19.0,42.0,10.0,35.0,88.0,2.1,50.8,92.5,0,0.7426076861109795,0.1418577927308913,0.0029083542624271,0.0256776287731602,0.0004738662749372,0.039259820878548,0.0472148509690565,0.985256835521016,0.1056544093256882,0.830705349950244,32485.78676470588,0.6979990996540776,0.0418660853907027,0.1073247879448419,3.254832193056621e-06,0.2292410341951626,9.924253067583784e-06,0.5659293552812071,0.0455030090508458,0.1508494052978248,0.1056484859972513,0.1652727100412262,0.3587404634412166,0.146021892621902,4.6923076923076925
Montgomery,830915.0,3.9,21.4,31.4,7.3,78.8,8.3,95.2,57.1,6.3,31.2,84.2,132.3,69.9,12.9,657.2,293.6,54.3,10.0,43.0,8.0,29.0,87.0,2.5,59.7,125.7,3,0.7806124422737494,0.0926110399187601,0.0009828574191832,0.0768393819966633,0.0004279600570613,0.0143233637176914,0.0342029546168911,0.9737094707318842,0.0563251045721608,0.8093836891607631,50579.24232081911,0.7043654343673686,0.0209918034768732,0.0796779419231606,1.551984393846298e-07,0.2813512088574226,2.589056093041934e-06,0.6811525659673576,0.0548236175923015,0.1610447544669841,0.0797661935733454,0.187184167895742,0.3395887231316034,0.1535675427355591,2.423387096774193
Montour,18230.0,-0.2,20.2,25.0,7.6,71.9,10.4,91.1,68.8,11.1,83.4,109.0,123.3,56.3,8.5,746.2,400.1,36.5,15.0,31.0,13.0,34.0,83.0,30.3,71.3,1523.7,0,0.930135328418968,0.0201342281879194,0.0011552426009461,0.0355374628672021,0.0,0.0038508086698206,0.0091869292551435,0.95340521509517,0.0973154362416107,0.8206623390912091,33903.92307692308,0.7289030696446254,0.0364176477060182,0.1122785785014853,1.1062187551433433e-05,0.3102341137123746,0.0001083887333749,0.6270217682111152,0.0573220376279018,0.1470458796347232,0.0667290130927493,0.1919353064143468,0.3257234019144017,0.1830234349213332,5.333333333333333
Northampton,305285.0,2.5,19.8,32.7,8.2,78.2,9.5,89.9,50.9,10.5,46.3,93.7,102.6,49.3,9.3,688.0,403.7,118.7,18.0,45.0,6.0,32.0,89.0,1.1,43.2,44.7,2,0.8339266286037347,0.059342674857757,0.001725651063494,0.0289284857329743,0.000476608388965,0.0276564343775987,0.047943516975476,0.9631039367852928,0.0825715816495909,0.8258604424898022,36924.80465116279,0.7021953568482051,0.0371425847952063,0.0946314173676096,5.408066263518308e-07,0.2879618386816999,6.697591366033106e-06,0.6644598400725177,0.0485187339966407,0.150897502900737,0.0983884062544167,0.1773936423727865,0.334697419412095,0.1652910762474812,4.3017751479289945
Northumberland,90843.0,-3.9,19.3,28.8,7.3,70.1,8.8,77.9,62.7,24.5,104.6,115.0,87.9,34.4,6.7,828.5,262.5,33.9,15.0,31.0,13.0,34.0,83.0,0.7,21.3,9.7,2,0.937008132932898,0.0246947409956814,0.0013372207729574,0.0036609158866212,0.000284981476204,0.0102812547953613,0.0227327531402766,0.9583488611701778,0.1252603196176863,0.8269395181620887,27375.941176470587,0.7313611153736546,0.0578512396694214,0.137536444746476,3.12413668217854e-06,0.2882093833230895,2.038072113610264e-05,0.6105619261016652,0.0518227853651051,0.144518490913475,0.0722976083477649,0.1797904290067297,0.3398294495473177,0.1808426683034831,7.473684210526316
Perry,46272.0,0.7,21.4,24.0,7.3,65.2,10.0,83.8,67.9,20.8,98.9,125.2,105.5,47.9,8.3,826.8,197.8,28.2,18.0,39.0,16.0,30.0,85.0,0.0,.,0.0,1,0.9641471397914724,0.0094292588819283,0.0021893221771833,0.0034248802375739,0.0002167645719983,0.0047037912123642,0.0158888431274792,0.9871892137948972,0.0861205644549454,0.8109596167602368,32881.694444444445,0.7147161467929681,0.0376736826133136,0.1168577807643118,5.526748463091574e-06,0.1889044943820224,3.988979763967952e-05,0.7172542275723703,0.0565538768343701,0.1581297552727981,0.0706002210998633,0.1772917434374524,0.3532395465285152,0.1554418745800184,4.970588235294118
Philadelphia,1584064.0,3.8,21.6,29.0,11.0,61.0,10.8,93.7,58.1,26.4,73.9,72.1,83.3,52.4,13.1,854.4,1299.4,454.0,21.0,67.0,12.0,34.0,88.0,2.8,77.8,141.1,0,0.3933068653096271,0.4135815232202214,0.0033227296840845,0.074152198091596,0.0003717916373438,0.0727067632566165,0.0425581288005103,0.972539899628904,0.2243598133707148,0.8043813241725897,31073.45590551181,0.6843261371417949,0.0976680191535923,0.118468117286351,1.6002939553054876e-07,0.4719119266055046,1.361852345956171e-06,0.4698507228774047,0.0660265274597842,0.1514045567238326,0.0982427786745879,0.2594738895412102,0.2873886126797385,0.1177852346871478,6.2962633451957295
Pike,55809.0,-2.7,17.2,33.2,8.1,68.1,9.5,85.3,48.3,9.6,48.3,105.2,102.7,42.2,8.4,637.0,163.1,25.7,19.0,42.0,10.0,35.0,88.0,0.0,.,0.0,0,0.8615343154868846,0.0615882141573841,0.0007725476104922,0.0126122888968738,0.0005389867049946,0.02199065756378,0.0409629895795903,0.9929213079410708,0.0926158821415738,0.8489399928135106,35453.41379310345,0.7477182896155228,0.0497484728710025,0.1325727632051742,1.0710741505244314e-05,0.1569749526786107,2.0544004922439587e-05,0.4904350943686137,0.0353036291771469,0.1427236794825725,0.0742544017247573,0.1430291052820695,0.3823571685231762,0.1879266978081204,3.95
Potter,16526.0,-5.3,20.3,35.9,6.2,77.8,11.3,78.7,68.9,27.7,145.7,135.1,81.7,29.4,.,764.6,178.2,.,21.0,33.0,8.0,36.0,89.0,1.5,49.2,91.8,0,0.9709319748276896,0.0034162421336529,0.0017380881030866,0.0041953850764159,0.0,0.0029967036260113,0.0167216062331435,0.9851962840875036,0.1155528918189991,0.8213964638897213,25929.941176470587,0.7268804315253221,0.0614923584057536,0.1369493557087204,3.769358032605638e-05,0.2206636500754147,6.920827254350046e-05,0.3971255091845361,0.0508240934971531,0.1534911597243031,0.0688043152532212,0.1531914893617019,0.3338927180101885,0.2068924183398259,8.222222222222221
Schuylkill,141359.0,-4.7,19.7,32.1,8.5,67.6,10.1,77.0,59.0,20.9,88.7,114.6,90.6,36.6,7.2,915.8,235.7,34.5,17.0,45.0,7.0,34.0,83.0,1.7,65.2,70.6,0,0.9304611265720224,0.0298939655476098,0.0016486419840067,0.0042131961813506,9.863669989784057e-05,0.0126818614154366,0.0210025715996759,0.9483073237749674,0.1245358790995878,0.8262655440870821,27160.07407407408,0.7322295416916194,0.0685102335576144,0.1400077500264205,2.312311733655722e-06,0.247894144528186,1.3229348490132598e-05,0.630429500464518,0.0486138020925071,0.1488639165815335,0.0702927396343394,0.1819142565258742,0.3461936802057276,0.1766371930813398,7.559322033898305
Snyder,40372.0,1.7,20.6,26.1,6.2,62.8,8.2,87.2,57.8,11.2,70.3,127.5,100.4,39.6,12.1,649.3,209.5,24.6,15.0,31.0,13.0,34.0,83.0,0.0,.,0.0,1,0.96168298230001,0.0095421734401265,0.0005685751013546,0.0068970631859982,0.0,0.0054385444477405,0.01587066152477,0.94156036784337,0.0934935231879758,0.8178829229704341,28582.33333333333,0.6698309107089885,0.0326312666864431,0.1017502224859092,6.156106519742879e-06,0.2671343766864544,5.087603305785123e-05,0.6584242424242425,0.0548056956392761,0.1531691881736377,0.1221942054780973,0.165405913181054,0.3157075051913376,0.1691140116681497,5.392857142857143
Somerset,73447.0,-5.5,17.7,26.6,7.3,69.5,8.9,82.8,62.3,18.4,91.6,129.1,105.0,34.4,6.9,802.2,126.2,15.3,21.0,37.0,8.0,39.0,89.0,2.3,25.6,53.9,1,0.9482151562753912,0.0259736742321651,0.0009073181301121,0.0036698987053789,8.12523698607876e-05,0.0047668056984995,0.0163858945885921,0.9296083635772712,0.099832078435621,0.8386327934564758,28557.346666666668,0.7493093548561833,0.0571745842587075,0.1265234819348897,6.0679712686297535e-06,0.2019106985568128,2.356367432456568e-05,0.6115307738234301,0.0479388982178646,0.1332132603867612,0.0695384865391905,0.1760468013650397,0.3508341909972371,0.1933806402686743,7.775862068965517
Sullivan,6066.0,-5.6,10.4,32.6,6.9,76.3,8.2,77.2,58.3,25.0,74.1,124.6,88.5,29.1,.,843.4,532.2,.,21.0,33.0,8.0,36.0,89.0,0.0,.,0.0,1,0.9435243458098708,0.0276581649552832,0.0011593242795627,0.000662471016893,0.0003312355084465,0.0109307717787346,0.015733686651209,0.964557800596224,0.1111295130838025,0.9087446174229876,32355.88888888889,0.8216296787015568,0.045213646902948,0.1377939715137462,8.916173806538056e-05,0.1730279898218829,0.0001381797986395,0.3566948886798369,0.0339516396157668,0.0730374296124543,0.0713812520702217,0.1402782378270949,0.401291818482941,0.2454455117588602,
Susquehanna,40328.0,-7.0,18.4,31.8,7.2,64.2,9.1,78.0,61.4,19.3,95.0,129.8,92.5,33.4,5.2,763.9,100.9,10.7,19.0,42.0,10.0,35.0,88.0,1.2,27.6,33.5,0,0.9720717170722096,0.0061077726332381,0.0002216530391094,0.0044330607821889,7.388434636981578e-05,0.0028322332775096,0.0142596788493744,0.988277017042656,0.115481233376022,0.834720717170722,32508.9,0.7437937149049355,0.0465225100975273,0.1303566151118116,1.1605498803715518e-05,0.2258765490103952,3.768625973447175e-05,0.5642551369863014,0.0470643286375726,0.1403556299871933,0.0687863264702983,0.1505024135553146,0.3587823859718252,0.2051275736380649,5.628571428571429
Tioga,40591.0,-3.3,19.6,33.1,5.7,77.9,7.4,79.9,58.5,19.6,89.9,116.7,83.1,34.5,4.8,743.8,171.1,12.3,21.0,33.0,8.0,36.0,89.0,0.6,58.4,35.4,1,0.9686449618489168,0.0083417159400377,0.0007851026767094,0.0059128045339679,4.90689172943399e-05,0.0035084275865453,0.0127579184965283,0.9867268578718812,0.1218135871831988,0.8291174955224613,26620.052631578947,0.7164061924973626,0.0534360509335361,0.1311121470104762,1.1347546535087091e-05,0.2541053399829704,3.900444685194666e-05,0.5607938177328639,0.0514978287004097,0.1476729065973157,0.0844230722049116,0.1681591795677027,0.328614539120194,0.18786034986138,6.571428571428571
Union,44923.0,-0.1,17.7,27.6,5.5,67.8,7.2,90.3,51.6,9.3,49.0,115.4,108.3,48.8,10.6,577.9,173.5,23.1,15.0,31.0,13.0,34.0,83.0,2.9,36.0,125.6,1,0.8799491423345452,0.0663603310209453,0.003122839106868,0.0183801387432803,8.92239744819433e-05,0.0151011576810689,0.0169971671388102,0.8013205148223328,0.0913876558631304,0.8464455399165756,30154.90322580645,0.6811358211951551,0.0355557538310544,0.094265129040173,8.781951838169822e-06,0.2944722937271372,4.875826558426146e-05,0.5975329890992541,0.0443220093239053,0.1340590216591197,0.1404831478218195,0.1868126965715686,0.3123731346612832,0.1618969016974858,4.666666666666667
Venango,50668.0,-7.8,18.7,30.2,8.1,75.7,8.7,70.8,60.7,25.5,102.9,123.9,79.5,34.7,5.7,797.5,279.8,29.9,26.0,33.0,8.0,35.0,87.0,3.1,53.7,127.3,1,0.9612501217018792,0.0112355174763898,0.0001168338039139,0.0035244864180702,0.0,0.0031739850063284,0.0206990555934183,0.9755427903806836,0.1314380294031739,0.8323434913835069,27813.57692307692,0.7378054717164833,0.0767403368708012,0.149703047415052,7.210651441917711e-06,0.2683346152106049,3.2187875207117915e-05,0.586090675171239,0.0486418070295005,0.1447765553500145,0.0687761659040015,0.1562262681335799,0.3561678512316228,0.1931457501703823,8.25
Warren,39191.0,-6.3,19.1,33.4,7.5,74.3,10.4,77.7,66.6,21.5,115.9,139.2,92.4,33.2,4.7,770.2,151.2,9.3,27.0,35.0,10.0,41.0,86.0,2.6,11.9,82.6,0,0.964957178330715,0.0059038159428368,0.0012922515583033,0.0041554755992499,0.0,0.0014442811533978,0.0222469974154968,0.9825419348299802,0.1233973546850453,0.8324127096741499,28872.911111111112,0.7369381239547965,0.0522728424466629,0.1241575026605179,1.1649213140078112e-05,0.2237210932025227,3.882951622702339e-05,0.5626190375417954,0.0506511934323214,0.1435159377692189,0.0688947448436627,0.151852227233568,0.3559519586479499,0.1979171945472049,7.977272727272727
Washington,206865.0,-0.5,19.4,29.2,7.6,80.0,9.5,82.8,56.2,11.9,58.2,107.7,112.5,45.3,7.3,837.4,276.6,40.5,20.0,32.0,11.0,39.0,87.0,2.5,48.1,82.5,2,0.9298873387708192,0.0327649567077616,0.0002607675257507,0.0097304919331083,0.0003042287800425,0.0041239901294662,0.0229282261530512,0.9744399534481676,0.0864637508994065,0.8281542005302273,34447.10404624278,0.7212201988593835,0.0527667917384984,0.1181566633346371,1.1937540823655318e-06,0.2505252285771294,8.959414679102656e-06,0.6633493657999439,0.0506468483347096,0.1447501219329633,0.0833828308729432,0.1696727367551826,0.346193035575451,0.1772591401432287,5.9391891891891895
Wayne,51361.0,-2.8,16.2,32.3,7.4,79.0,9.2,83.4,56.1,12.9,63.4,109.6,99.9,48.2,10.7,791.1,148.2,10.4,19.0,42.0,10.0,35.0,88.0,1.6,41.3,62.1,1,0.9301513614730436,0.0342708902239213,0.0024576734025122,0.0071194507294998,0.0003510962003588,0.003413435281267,0.0222360926893968,0.9262697979246314,0.0981899040337052,0.854743699773738,29567.44897959184,0.7663259733166887,0.0496411016618553,0.1247951938831239,1.2820816530442684e-05,0.19078044144049,2.6228168965536275e-05,0.4732713628362311,0.0417609424982445,0.124093001482406,0.0678200827026604,0.1667706951704766,0.3599906374346567,0.2081610361238977,5.0
Westmoreland,348899.0,-4.5,18.1,28.5,7.3,82.9,8.8,84.5,53.9,11.1,55.4,106.7,104.8,43.5,7.1,801.1,214.3,41.1,20.0,35.0,7.0,32.0,90.0,1.3,59.5,69.2,3,0.9430574643164672,0.02414733036422,0.0005616984392196,0.0103158627060748,8.553783338370561e-05,0.0022895626735705,0.0195425436670639,0.9798700965437012,0.0926004071600869,0.8396963977167101,34341.96603773585,0.7419152491146834,0.0531332508368451,0.1258147478629798,5.827366493237127e-07,0.2242670967406289,5.283689282716433e-06,0.6985389277662284,0.0448788499153175,0.1384486858537529,0.0747572151162457,0.1612758823227512,0.3533653434914259,0.1958958947542496,6.164102564102564
Wyoming,26794.0,-5.2,19.4,32.4,7.4,71.2,10.6,76.9,56.8,16.3,83.4,108.6,95.1,37.2,6.0,885.1,155.2,.,24.0,45.0,11.0,29.0,89.0,0.4,20.8,12.2,0,0.931014107393456,0.0180589408375803,0.0016987960706108,0.0043577812246103,0.0,0.0032498707437772,0.0416205037299652,0.9680183174532832,0.1020385552847329,0.8304527660831671,31452.31818181818,0.7205849767338799,0.0493758770957973,0.1073934559420932,1.4266572593151184e-05,0.2419399283549187,6.52783761399587e-05,0.6122857778766971,0.0475662899771031,0.1479799098899474,0.0838688233990692,0.1652263830415834,0.3437846222025257,0.1811433636162197,5.318181818181818
York,449058.0,3.2,21.9,30.1,8.4,74.6,9.9,88.6,60.3,17.9,80.0,115.2,99.2,41.3,7.8,741.6,371.1,89.0,16.0,40.0,8.0,30.0,88.0,1.6,79.8,87.0,1,0.8717640540806205,0.0579454368359441,0.0014185886495036,0.0147600239484572,0.0006031794257731,0.0166254121726076,0.0368833048870937,0.9791076518895154,0.0855598845469899,0.8058432448372309,32758.843195266272,0.6984795410474769,0.0408620550993235,0.107879757298471,3.062902186933617e-07,0.2516898380392719,4.4565212194241005e-06,0.7059319833852544,0.0567413119822709,0.1638369360272368,0.0809422109430149,0.1862953166468585,0.3373426148498303,0.1512975059647741,5.6722689075630255
